year,permanent_temporal_population,foreign_group,sector,sex,working_canton,nation,continent,europa_third_country,n_people
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Ireland,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Italy,Europe,EU_17,4
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Netherlands,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Austria,Europe,EU_17,6
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Poland,Europe,EU_8,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Portugal,Europe,EU_17,5
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Romania,Europe,EU_2,6
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Spain,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Turkey,Europe,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Hungary,Europe,EU_8,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Slovak_Republic,Europe,EU_8,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Croatia,Europe,EU_1,8
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Slovenia,Europe,EU_8,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Tunisia,Africa,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Egypt,Africa,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Ecuador,America,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Taiwan,Asia,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,India,Asia,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Japan,Asia,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Bern,Malaysia,Asia,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Belgium,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Bulgaria,Europe,EU_2,5
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Germany,Europe,EU_17,6
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,France,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Greece,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Italy,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Poland,Europe,EU_8,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Portugal,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Romania,Europe,EU_2,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Luzern,Spain,Europe,EU_17,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Uri,Austria,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Uri,Portugal,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Uri,Romania,Europe,EU_2,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Uri,Sweden,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Uri,Spain,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Germany,Europe,EU_17,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Italy,Europe,EU_17,5
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Austria,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Poland,Europe,EU_8,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Portugal,Europe,EU_17,11
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Romania,Europe,EU_2,11
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Schwyz,Croatia,Europe,EU_1,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Obwalden,Poland,Europe,EU_8,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Obwalden,Portugal,Europe,EU_17,6
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Obwalden,Hungary,Europe,EU_8,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,Germany,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,France,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,Great_Britain,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,Italy,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,Austria,Europe,EU_17,12
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,Poland,Europe,EU_8,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Nidwalden,Romania,Europe,EU_2,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Belgium,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Bulgaria,Europe,EU_2,4
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Germany,Europe,EU_17,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,France,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Greece,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Italy,Europe,EU_17,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Portugal,Europe,EU_17,4
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Romania,Europe,EU_2,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Spain,Europe,EU_17,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Hungary,Europe,EU_8,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Glarus,Slovak_Republic,Europe,EU_8,4
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Bulgaria,Europe,EU_2,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Germany,Europe,EU_17,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Romania,Europe,EU_2,12
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Hungary,Europe,EU_8,5
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Croatia,Europe,EU_1,3
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Brazil,America,third_countries,2
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Canada,America,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,Mexico,America,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,USA,America,third_countries,4
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Zug,South_Korea,Asia,third_countries,1
2019,permanent,short_resident_L_12_month,industry_craft_sector,male,Freiburg,Bulgaria,Europe,EU_2,5
