year,permanent_temporal_population,foreign_group,sector,sex,working_canton,nation,continent,europa_third_country,n_people
2019,temporal,short_resident_4_12_month,agriculture_sector,female,St_Gallen,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Germany,Europe,EU_17,26
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Italy,Europe,EU_17,9
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Netherlands,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Austria,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Poland,Europe,EU_8,11
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Portugal,Europe,EU_17,8
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Romania,Europe,EU_2,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Hungary,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Czech_Republic,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Rare,Europe,Rare,10
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Grisons,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Bulgaria,Europe,EU_2,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Germany,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Italy,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Austria,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Poland,Europe,EU_8,62
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Portugal,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Romania,Europe,EU_2,38
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Hungary,Europe,EU_8,7
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Slovak_Republic,Europe,EU_8,8
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Czech_Republic,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Rare,Europe,third_countries,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Aargau,Rare,Europe,third_countries,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Bulgaria,Europe,EU_2,8
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Italy,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Poland,Europe,EU_8,245
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Portugal,Europe,EU_17,27
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Romania,Europe,EU_2,80
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Spain,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Hungary,Europe,EU_8,44
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Slovak_Republic,Europe,EU_8,35
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Czech_Republic,Europe,EU_8,5
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Rare,Europe,third_countries,3
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Thurgau,Rare,Asia,third_countries,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Tessin,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Tessin,Italy,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Tessin,Poland,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Tessin,Portugal,Europe,EU_17,8
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Tessin,Slovak_Republic,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Tessin,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Bulgaria,Europe,EU_2,11
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Germany,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,France,Europe,EU_17,8
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Poland,Europe,EU_8,46
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Portugal,Europe,EU_17,23
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Romania,Europe,EU_2,6
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Spain,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Waadt,Czech_Republic,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Bulgaria,Europe,EU_2,4
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Germany,Europe,EU_17,5
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,France,Europe,EU_17,10
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Italy,Europe,EU_17,7
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Austria,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Poland,Europe,EU_8,99
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Portugal,Europe,EU_17,125
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Romania,Europe,EU_2,31
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Spain,Europe,EU_17,7
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Slovak_Republic,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Czech_Republic,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Rare,Europe,Rare,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Wallis,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Neuenburg,Spain,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Genf,Poland,Europe,EU_8,4
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Genf,Portugal,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Genf,Spain,Europe,EU_17,8
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Rare,Poland,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,agriculture_sector,female,Rare,Romania,Europe,EU_2,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Portugal,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Bulgaria,Europe,EU_2,48
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Germany,Europe,EU_17,76
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,France,Europe,EU_17,8
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,EU_17,19
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Italy,Europe,EU_17,34
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Netherlands,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Austria,Europe,EU_17,12
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Poland,Europe,EU_8,27
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Portugal,Europe,EU_17,138
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Romania,Europe,EU_2,59
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Spain,Europe,EU_17,15
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Hungary,Europe,EU_8,11
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Slovak_Republic,Europe,EU_8,15
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Czech_Republic,Europe,EU_8,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,Rare,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Europe,EU_8,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Africa,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,America,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,USA,America,third_countries,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zurich,Rare,Asia,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Bulgaria,Europe,EU_2,8
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Germany,Europe,EU_17,87
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,France,Europe,EU_17,21
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Italy,Europe,EU_17,41
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Netherlands,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Austria,Europe,EU_17,12
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Poland,Europe,EU_8,72
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Portugal,Europe,EU_17,61
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Romania,Europe,EU_2,18
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Spain,Europe,EU_17,44
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Hungary,Europe,EU_8,8
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Slovak_Republic,Europe,EU_8,18
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Czech_Republic,Europe,EU_8,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,Europe,Rare,16
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,Europe,EU_8,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,USA,America,third_countries,7
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,Asia,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Bern,Rare,Asia,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Bulgaria,Europe,EU_2,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Germany,Europe,EU_17,13
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,France,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Italy,Europe,EU_17,41
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Austria,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Poland,Europe,EU_8,9
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Portugal,Europe,EU_17,22
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Romania,Europe,EU_2,13
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Spain,Europe,EU_17,15
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Hungary,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Slovak_Republic,Europe,EU_8,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Czech_Republic,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,Rare,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,EU_8,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,USA,America,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Luzern,Rare,Rare,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Germany,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,France,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Italy,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Netherlands,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Austria,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Poland,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Portugal,Europe,EU_17,15
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Romania,Europe,EU_2,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Spain,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Hungary,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Czech_Republic,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Bulgaria,Europe,EU_2,16
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Germany,Europe,EU_17,19
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Italy,Europe,EU_17,14
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Austria,Europe,EU_17,9
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Poland,Europe,EU_8,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Portugal,Europe,EU_17,36
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Romania,Europe,EU_2,19
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Spain,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Hungary,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Slovak_Republic,Europe,EU_8,10
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Czech_Republic,Europe,EU_8,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Schwyz,Rare,Europe,Rare,9
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Germany,Europe,EU_17,7
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Italy,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Poland,Europe,EU_8,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Portugal,Europe,EU_17,15
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Romania,Europe,EU_2,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Hungary,Europe,EU_8,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Germany,Europe,EU_17,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,France,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Italy,Europe,EU_17,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Europe,Rare,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Austria,Europe,EU_17,17
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Poland,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Portugal,Europe,EU_17,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Spain,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Hungary,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Europe,Rare,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Bulgaria,Europe,EU_2,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Germany,Europe,EU_17,9
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Italy,Europe,EU_17,9
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Austria,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Poland,Europe,EU_8,10
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Portugal,Europe,EU_17,43
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Romania,Europe,EU_2,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Spain,Europe,EU_17,16
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Hungary,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Rare,Slovak_Republic,Europe,EU_8,14
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Bulgaria,Europe,EU_2,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Germany,Europe,EU_17,24
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,France,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Italy,Europe,EU_17,11
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Austria,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Poland,Europe,EU_8,9
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Portugal,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Romania,Europe,EU_2,17
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Spain,Europe,EU_17,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Hungary,Europe,EU_8,10
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Czech_Republic,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Europe,Rare,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,USA,America,third_countries,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Asia,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Zug,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Bulgaria,Europe,EU_2,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Germany,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,France,Europe,EU_17,25
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Italy,Europe,EU_17,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Poland,Europe,EU_8,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Portugal,Europe,EU_17,12
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Romania,Europe,EU_2,10
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Spain,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Hungary,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Slovak_Republic,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Freiburg,Rare,Asia,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Bulgaria,Europe,EU_2,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Germany,Europe,EU_17,45
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,France,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Italy,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Poland,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Portugal,Europe,EU_17,20
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Romania,Europe,EU_2,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Spain,Europe,EU_17,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Hungary,Europe,EU_8,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Rare,Europe,Rare,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Rare,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,USA,America,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Solothurn,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,5
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Bulgaria,Europe,EU_2,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Germany,Europe,EU_17,59
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,France,Europe,EU_17,17
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,13
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Italy,Europe,EU_17,14
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Netherlands,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Austria,Europe,EU_17,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Poland,Europe,EU_8,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Portugal,Europe,EU_17,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Romania,Europe,EU_2,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_17,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Spain,Europe,EU_17,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Hungary,Europe,EU_8,4
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,Rare,16
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_8,6
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,EU_8,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Europe,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Africa,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Africa,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,America,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,America,third_countries,2
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,USA,America,third_countries,11
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Asia,third_countries,1
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Asia,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Asia,third_countries,8
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Asia,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Asia,third_countries,3
2019,temporal,short_resident_4_12_month,industry_craft_sector,male,Basel_City,Rare,Asia,third_countries,1
